DOI,sensor type (gas/liquid),detect target,lower detection limit (log ppm),upper detection limit (log ppm),probe material,test operating temperature (celcius),pH value (-1 for gas detect),test medium/electrolyte
10.1016/j.snb.2022.131673,gas,nitrogen dioxide,-0.301029996,,indium oxide,20,-1,oxygen/nitrogen
10.1016/j.matchemphys.2010.09.040,liquid,h+,-9,1,vanadium pentoxide/tungsten trioxide,25,,water
10.1021/acsanm.2c04885,gas,nitrogen dioxide,-2,-0.602059991,molybdenum disulfide,25,-1,oxygen/nitrogen
10.1016/j.sse.2022.108563,gas,nitrogen dioxide,-0.698970004,-0.301029996,tungsten trioxide,180,-1,oxygen/nitrogen
10.1063/1.4918988,liquid,hg2+,-2,2,thioglycolic acid/gold,25,7,water
10.1063/1.4918988,liquid,pb2+,-2,2,cadmium ionophore i/gold,25,7,water
10.1016/j.talanta.2024.126178,liquid,epinephrine,-1.73754891,,4-formylphenylboronic acid/indium oxide/zinc oxide/tin dioxide,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1149/2.0141904jes,liquid,h+,-9,1,yttrium oxide/titanium dioxide,25,,water
10.1016/j.snb.2011.07.020,gas,hydrogen,2,4,platinum/titanium dioxide,115,-1,oxygen/nitrogen
10.1088/1361-6463/acffd7,gas,hydrogen,-4.301029996,3.84509804,palladium,25,-1,oxygen/nitrogen
10.1088/1361-6528/ac49c0,gas,dimethyl methylphosphonate,-1.301029996,1.698970004,hexafluoro-2-propanol/phenyl,25,-1,oxygen/nitrogen
10.1016/j.heliyon.2024.e32281,gas,methanol,1.698970004,2.698970004,aluminum oxide/zinc oxide,25,-1,oxygen/nitrogen
10.1016/j.heliyon.2024.e32281,gas,ethanol,1.698970004,2.698970004,aluminum oxide/zinc oxide,25,-1,oxygen/nitrogen
10.1016/j.matlet.2018.10.121,gas,nitrogen dioxide,-0.615109203,1.477121255,"poly[n,n'-bis(4-butylphenyl)-n,n'-bis(phenyl)benzidine]",25,-1,oxygen/nitrogen
10.1016/j.matpr.2022.03.111,gas,2-butanone,0.698970004,,titanium dioxide,25,-1,oxygen/nitrogen
10.3390/s22062383,gas,ethanol,3.892094603,4.136720567,graphene,25,-1,oxygen/nitrogen
10.1016/j.mejo.2023.105811,liquid,h+,-8,0,zinc oxide,25,,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.snb.2024.135402,liquid,hydrogen sulfide,-6.468521083,1.531478917,cobalt phthalocyanine,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1109/ICSENS.2013.6688513,liquid,h+,-11,1,zinc oxide,25,,water/hydrochloric acid
10.1016/j.snb.2021.130791,liquid,hydrogen peroxide,-3.753353725,2.230448921,ferric ferrocyanide,25,6.2,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1039/c6ra10132a,gas,oxygen,2,3,molybdenum disulfide,25,-1,argon
10.1039/c6ra10132a,gas,carbon dioxide,2,3,molybdenum disulfide,25,-1,argon
10.1039/d3cp01813j,gas,ammonia,-0.987162775,2.301029996,graphene/platinum/gold,23,-1,oxygen/nitrogen
10.1088/2053-1591/aae739,liquid,h+,-9,1,zinc oxide,25,,water
10.1007/s11172-022-3533-z,gas,ammonia,-2,,benzothienobenzothiophene,25,-1,oxygen/nitrogen
10.1016/j.ijhydene.2014.06.109,gas,hydrogen,0.698970004,4,palladium,370,-1,oxygen/nitrogen
10.1016/j.snb.2019.03.083,gas,hydrogen,0.698970004,3.301029996,palladium/silver,130,-1,oxygen/nitrogen
10.1021/acsami.2c02380,gas,nitrogen dioxide,0,1.602059991,molybdenum disulfide/boron nitride ,25,-1,nitrogen
10.1021/acsami.2c02380,gas,ammonia,0,1.602059991,molybdenum disulfide/boron nitride ,25,-1,nitrogen
10.1109/ICSENS.2010.5690276,gas,dimethyl methylphosphonate,-0.301029996,0.301029996,carbon nanotube,25,-1,oxygen/nitrogen
10.1021/acs.langmuir.3c02334,gas,ethanol,-3.40560745,2.77815125,copper phthalocyanine,25,-1,oxygen/nitrogen
10.1109/ESSDERC.2016.7599638,gas,nitrogen dioxide,-1.301029996,,carbon nanotube,25,-1,oxygen/nitrogen
10.1021/acsami.3c17503,liquid,norfentanyl,-3,2,carbon nanotube,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1021/acsaelm.9b00396,gas,ammonia,-1,0.477121255,fluorinated thiophene–isoindigo conjugated polymer,25,-1,oxygen/nitrogen
10.1109/GCCE.2017.8229212,gas,ethylene,-0.301029996,1.602059991,iridium,200,-1,oxygen/nitrogen
10.1021/acsami.4c07692,liquid,polystyrene,1.397940009,3.301029996,carbon nanotube,25,8.19,water/sodium chloride/magnesium sulfate/potassium chloride/sodium nitrate/calcium chloride/potassium dihydrogen phosphate/tricine /ammonium chloride
10.1002/open.202400098,liquid,spermidine,-0.476185924,,copper(ii) perchlorate,25,8.5,n-cyclohexyl-2-aminoethanesulfonic acid/water
10.3390/s17071640,gas,acetic acid,3.26927939,,indium arsenide,25,-1,nitrogen
10.1021/acsaelm.9b00844,liquid,histamine,3.000151976,,4-mercaptobenzoic acid,25,5.5,water/2-morpholinoethanesulfonic acid
10.1109/EDSSC.2018.8487082,gas,hydrogen,0.698970004,3,pentacene,25,-1,oxygen/nitrogen
10.1109/TED.2022.3161246,gas,nitrogen dioxide,-2.995678626,,indium oxide/gallium oxide/zinc oxide,150,-1,oxygen/nitrogen
10.1007/s00339-011-6655-y,gas,ethanol,0.698970004,2,indium oxide,25,-1,oxygen/nitrogen
10.1016/j.snb.2024.135928,gas,ammonia,-0.630784143,2.698970004,polyaniline/copper phthalocyanine tetrasulfonic acid tetrasodium salt,25,-1,oxygen/nitrogen
10.1007/s11696-022-02554-w,liquid,na+,0.361727836,4.361727836,zirconium oxide/silicon,25,5.2,water
10.1109/ICSENS.2011.6127411,gas,hydrogen sulfide,0.301029996,1,iridium,350,-1,nitrogen
10.1016/j.proeng.2011.12.028,gas,carbon monoxide,0.698970004,1.397940009,zinc oxide,25,-1,oxygen/nitrogen
10.1109/JSEN.2017.2778228,liquid,hydrazine,-0.995162939,2.837588438,copper hexacyanoferrate(ii),25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.mssp.2017.10.011,liquid,h+,-9,1,zinc oxide,25,,water
10.1117/12.893401,gas,ethanol,2,2.698970004,pentacene,25,-1,nitrogen
10.1021/acs.jpcc.7b09499,liquid,hg2+,1,,1-octadecanethiol,25,7,water
10.1109/EDSSC.2017.8333238,gas,hydrogen,2.301029996,4.176091259,palladium,25,-1,oxygen/nitrogen
10.1149/1.3547723,liquid,urea,1.77815125,3.283301229,dysprosium(iii) titanium dioxide,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.3390/mi14061135,liquid,glucose,2.84509804,4.698970004,gold,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.3390/mi14061135,gas,carbon monoxide,2,2.698970004,gold,25,-1,oxygen/nitrogen
10.7503/cjcu20210688,liquid,hg2+,-6.698970004,-1.698970004,18-crown-6/thioformaldehyde,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1149/08609.0041ecst,gas,ammonia,0,,graphene,25,-1,oxygen/nitrogen
10.1021/acsami.1c00585,gas,ammonia,-1,2.301029996,silicon,25,-1,oxygen/nitrogen
10.1109/NMDC57951.2023.10344220,gas,carbon dioxide,1.653212514,2.698970004,phosphorus,25,-1,oxygen/nitrogen
10.1002/adma.201670145,gas,xylene,1.602059991,,poly(diketopyrrolopyrrole-terthiophene),25,-1,nitrogen
10.1016/j.ijhydene.2022.10.036,liquid,h+,-9,1,zinc oxide,25,,water
10.1021/jp505279m,gas,nitrogen dioxide,-2.823908741,0,graphene/phenol/ethylene oxide/benzoic acid/titanium dioxide,200,-1,oxygen/nitrogen
10.1109/TED.2023.3312060,gas,nitrogen dioxide,-1,3,indium oxide/gallium oxide/zinc oxide,150,-1,oxygen/nitrogen
10.3390/chemosensors11040252,gas,nitrogen dioxide,-3.443697499,1.096910013,lead sulfide,25,-1,oxygen/nitrogen
10.3390/s22228744,liquid,glyphosate,-0.22903906,0.403977964,copper oxide,25,6.05,water
10.1109/ACCESS.2022.3205320,liquid,h+,-7,1,zinc oxide,25,,water
10.1016/j.tsf.2012.05.045,liquid,h+,-10,2,zinc oxide,25,,water
10.1016/j.snb.2012.11.029,gas,benzene,-1.301029996,1.698970004,4-amino-n-methylphthalimide,25,-1,nitrogen
10.1109/TRANSDUCERS.2019.8808818,gas,nitrogen dioxide,-1.698970004,2.77815125,zif-8,25,-1,oxygen/nitrogen
10.1016/j.orgel.2022.106493,gas,nitrogen dioxide,1,1.698970004,poly(3-hexylthiophene)/n-[3-(trimethoxysilyl)propyl]ethylenediamine,25,-1,oxygen/nitrogen
10.1039/d4ta02739f,gas,nitrogen dioxide,-1.698970004,,tungsten ditelluride,25,-1,oxygen/nitrogen
10.1021/acs.chemmater.1c02182,gas,ammonia,-0.301029996,2,poly(3-butylthiophene),25,-1,oxygen/nitrogen
10.1038/s41467-023-39701-0,liquid,pb2+,-2.301029996,-1,l-cysteine/gold,25,7.7,water
10.1038/s41467-023-39701-0,liquid,hg2+,-2.698970004,-1,thioglycolic acid/gold,25,7.7,water
10.1149/2.110306jes,liquid,h+,-9,1,zinc oxide,25,,water
10.1039/d2cc01224c,liquid,hydrogen peroxide,-6.148741651,-4,"poly{2,5-bis(3-tetradecylthiophene-2-yl)thieno[3,2-b]thiophene}",25,7,water
10.1039/d1qm01274f,liquid,epinephrine,-4.205595614,0.961895474,bismuth(iii) vanadate,25,7.2,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.3390/s16101763,gas,nitrogen dioxide,-0.301029996,1.176091259,copper phthalocyanine/pentacene,25,-1,oxygen/nitrogen
10.1109/ICACIA.2010.5709943,gas,ethanol,3.505149978,3.806179974,copper phthalocyanine​,25,-1,nitrogen
10.1016/bs.mie.2018.06.001,gas,hydrogen,1.698970004,2.397940009,tin(iv) oxide/platinum,180,-1,oxygen/nitrogen
10.1109/SENSORS47087.2021.9639461,liquid,hg2+,-2.920818754,-2,glutathione/graphene/phenol/ethylene oxide/benzoic acid,25,6,water
10.1117/12.2623293,gas,ammonia,1.698970004,2.301029996,molybdenum disulfide,25,-1,oxygen/nitrogen
10.1021/acsnano.9b08253,gas,ethanol,-2,1,indium arsenide,25,-1,nitrogen
10.1016/j.snb.2021.130509,gas,hydrogen,-1.37675071,-0.096910013,palladium,25,-1,oxygen/nitrogen
10.3390/s18020343,gas,"1,1-dichloro-1-fluoroethane",0.602059991,1.301029996,silicon,25,-1,oxygen/nitrogen
10.1109/JSEN.2013.2285488,liquid,h+,-9,-1,zinc oxide,25,,water
10.1143/APEX.3.047201,gas,hydrogen,3,,platinum,115,-1,oxygen/nitrogen
10.1039/d3ra00933e,gas,ammonia,0.698970004,2,tungsten disulfide,25,-1,oxygen/nitrogen
10.1016/j.orgel.2023.106938,gas,ammonia,0.301029996,2,polyaniline,23,-1,oxygen/nitrogen
10.4313/TEEM.2015.16.2.78,gas,ethanol,0,,zinc oxide/aluminum oxide,300,-1,nitrogen
10.1002/smll.202310527,liquid,carbon/hydrogen sulfite,2.397940009,3.698970004,"poly(3-hexylthiophene-2,5-diyl)",25,7,ethanol
10.1109/JSEN.2023.3236438,gas,ammonia,-1.933674075,0.698970004,"poly(3-hexylthiophene-2,5-diyl)",25,-1,oxygen/nitrogen
10.1016/j.apsusc.2020.145664,liquid,nitrate,0.079181246,1.301029996,ethylenediamine/polyvinyl chloride,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1039/c4an00403e,liquid,hg2+,-5.698970004,-1.698970004,polyfuran,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1149/2162-8777/ac451b,gas,hydrogen,1,2.698970004,platinum,400,-1,oxygen/nitrogen
10.1016/j.sna.2023.114695,liquid,glucose,3,3.602059991,gallium oxide,25,7,sodium chloride/sodium bicarbonate/calcium chloride/l-glutamine/phenol red/water
10.1039/d1nr03704h,liquid,dopamine,0.185258765,1.185258765,silica,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1088/0957-4484/26/35/355202,liquid,h+,-6,1,zinc oxide,25,,sodium dihydrogen phosphate/water
10.1016/j.snb.2023.133685,gas,hydrogen sulfide,-2,0.698970004,"4-(dicyanomethylene)-2,5-cyclohexadien-1-ylidenecyanamide/propanedinitrile",25,-1,oxygen/nitrogen
10.1016/j.aca.2020.12.040,liquid,cu2+,-5.675306086,-2.193820026,poly(4-vinylpyridine),25,7.2,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1109/JSEN.2012.2185225,gas,hydrogen,2,4,titanium dioxide/platinum,115,-1,oxygen/nitrogen
10.1109/JSEN.2022.3151428,gas,nitrogen dioxide,-0.390405591,2.301029996,iodine/graphene,25,-1,oxygen/nitrogen
10.1016/j.snb.2024.135349,gas,nitrogen dioxide,-0.301029996,,indium oxide,300,-1,oxygen/nitrogen
10.1016/j.surfcoat.2016.04.052,liquid,nitrate,0.387389826,1.77815125,ionophore/poly(vinyl chloride),25,7,water
10.1117/12.2507350,gas,ammonia,1,1.698970004,poly(3-hexylthiophene),25,-1,oxygen/nitrogen
10.1117/12.2507350,gas,nitrogen dioxide,-0.22184875,1.477121255,poly(3-hexylthiophene),25,-1,oxygen/nitrogen
10.3390/s101110413,gas,propane,2.397940009,2.698970004,hematite/pyrrole ,30,-1,oxygen/nitrogen
10.1002/aelm.201800362,gas,4-hydroxybenzoate,-3.522878745,-1.698970004,"6,13-bis(triisopropylsilylethynyl)pentacene/4-tert-butylcalix[6]arene",25,-1,oxygen/nitrogen
10.1109/SENSORS52175.2022.9967221,liquid,ammonium,0.255272505,2.255272505,nonactin,25,7,water
10.1016/j.snb.2014.07.055,liquid,ca2+,-1.397940009,3.602059991,zinc oxide/tantalum oxide,25,2,calcium chloride/water
10.1021/acssensors.3c02656,gas,nitrogen dioxide,-1.251811973,1,ni2+/hexahydroxytriphenylene,25,-1,oxygen/nitrogen
10.1021/acsami.3c16144,gas,ammonia,0,1.954242509,lutetium phthalocyanine,25,-1,oxygen/nitrogen
10.3390/s22176669,liquid,oxygen,0.698970004,0.903089987,tin (iv) oxide,25,6.86,water
10.1021/acs.jpcc.6b00336,gas,sarin,1.602059991,,diphenyl chlorophosphate,25,-1,oxygen/nitrogen
10.1063/1.3583594,gas,ethanol,3.301029996,,zinc oxide/pentacene,25,-1,oxygen/nitrogen
10.3390/polym12010128,gas,ammonia,-1,2,tris(pentafluorophenyl)borane/poly(3-hexylthiophene),25,-1,oxygen/nitrogen
10.1007/s11664-017-5580-z,liquid,h+,-9,1,zinc oxide,25,,water
10.1021/acs.langmuir.9b00085,liquid,uric acid,-0.075462282,2.225567713,gold,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1039/d3ob01781h,liquid,potassium perchlorate,-0.85839347,,polyvinyl chloride,25,7,water
10.1016/j.synthmet.2018.06.010,gas,ammonia,-1,2,poly(3-hexylthiophene),25,-1,oxygen/nitrogen
10.1007/s11664-017-5369-0,liquid,h+,-9,-1,zinc oxide,25,,water
10.1109/ICACIA.2010.5709885,gas,formaldehyde,2.462397998,,copper phthalocyanine,25,-1,nitrogen
10.1007/s11172-024-4148-3,gas,ammonia,0.176091259,1.380211242,"poly(3,4-ethylenedioxythiophene)/polystyrenesulfonic acid",25,-1,oxygen/nitrogen
10.1016/j.cej.2023.144443,liquid,aniline,-4.553789142,-3.553789142,pyrene/graphene,25,7,chloroform
10.1016/j.bios.2012.10.050,liquid,hg2+,-1.081969663,1.86003839,thymine,25,7,water
10.1016/j.orgel.2020.105878,gas,nitrogen dioxide,1.477121255,,"5,11-bis(triethylsilylethynyl)anthradithiophene",25,-1,oxygen/nitrogen
10.1016/j.jallcom.2019.153630,liquid,h+,-9,1,zinc oxide/indium oxide,25,,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1063/1.3645028,gas,hydrogen,2,4,platinum/titanium dioxide,115,-1,oxygen/nitrogen
10.1039/d3nj05597c,gas,nitrogen dioxide,-0.522878745,1.301029996,copper phthalocyanine,25,-1,oxygen/nitrogen
10.1109/LSENS.2018.2817489,gas,ethanol,0,2,pentacene/copper phthalocyanine ,25,-1,oxygen/nitrogen
10.1016/j.ceramint.2023.07.222,gas,ammonia,1,3,zinc oxide/tin dioxide/manganese dioxide,25,-1,oxygen/nitrogen
10.1109/JEDS.2022.3197830,liquid,ascorbic acid,0.138,-0.453,ruthenium dioxide,37.5,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1021/acsbiomaterials.3c00869,liquid,serotonin,-10.75,-5.75,zinc oxide,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1021/acsnano.3c07045,liquid,ethanol,-8,-2,molybdenum disulfide,25,7,water
10.1002/smll.202402655,liquid,methyl parathion,-7.82,2.48,"copper(ii) benzene-1,3,5-tricarboxylate",25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1039/d0na00603c,liquid,mercury,-1.7,0.3,gold,25,7,water
10.1088/1361-6528/abc0c8,liquid,sulfate ion,-0.495,,graphene,25,7,water
10.1117/12.861329,liquid,polylysine,-1.42,,carbon nanotube,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1088/2043-6262/7/3/035007,liquid,atrazine,-7.301029996,-1.698970004,graphene,25,7,water
10.14447/jnmes.v21i3.a10,liquid,sodium chloride,3.77,4.77,silicon dioxide,25,7,water
10.1016/j.microc.2023.108755,liquid,glucose,-0.268,2.95,silver,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.bios.2021.113903,liquid,γ-aminobutyric acid,-12.99,3.01,carbon nanotube,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1021/acsanm.2c03705,liquid,glutathione,-4.51,2.19,n-(1-pyrenyl)maleimide,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1039/d0ra02793f,liquid,glucose,0.255,3.25,phenylboronic acid,25,7,water
10.1109/BMEI.2010.5639245,liquid,urea,-2.221,1.778,polypyrrole,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.3390/s21124213,liquid,sodium chloride,0.767,4.767,sodium ionophore x,25,7,water
10.1016/j.orgel.2023.106844,liquid,water,-0.5686,0.954,poly-3-hexylthiophene,25,7,water
